wban,date,year,mo,da,temp,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder
94728,2012-02-14,2012,02,14,40.4,16.6,1017.6,1012.7,10,3.8,11.1,15.9,46.9,36,0,G,999.9,0,0,0,0,0
94728,2012-02-15,2012,02,15,42.3,36.4,1020.5,1015.9,7.7,3.2,8.0,17.1,46,39.9,0.02,G,999.9,0,1,0,0,0
94728,2012-02-16,2012,02,16,40.3,32.6,1024.3,1018.9,8.3,3.7,7.0,999.9,45,36,0.01,G,999.9,0,1,0,0,0
94728,2012-02-17,2012,02,17,45,34.7,1015.4,1010.8,7,6.2,14.0,22.9,50,39.9,0.22,G,999.9,0,1,0,0,0
94728,2012-02-18,2012,02,18,41.5,20.8,1015.9,1011,10,5.6,16.9,17.1,48,35.1,0.03,G,999.9,0,1,0,0,0
94728,2012-02-19,2012,02,19,39.1,25,1016.9,1011.9,9.8,5.7,15.0,19,44.1,35.1,0.02,G,999.9,0,1,0,0,0
94728,2012-02-20,2012,02,20,37.6,17.1,1014.6,1009.7,10,7.5,22.0,999.9,46,30.9,0,G,999.9,0,0,0,0,0
94728,2012-02-21,2012,02,21,38.5,20.7,1024.6,1015.2,10,6.1,14.0,22.9,46,32,0,G,999.9,0,0,0,0,0
94728,2012-02-22,2012,02,22,48.4,33.8,1006.1,1002.8,9.8,6.2,12.0,18.1,55.9,41,0,G,999.9,0,0,0,0,0
94728,2012-02-23,2012,02,23,51.5,34.8,999.2,994.4,10,6.3,16.9,22.9,57,43,0,G,999.9,0,1,0,0,0
94728,2012-02-24,2012,02,24,41.8,34,1004.1,998.6,6.2,7.5,13.0,20,48.9,35.6,0.29,G,999.9,0,1,0,0,0
94728,2012-02-25,2012,02,25,41.3,25.5,999.6,994.7,9.4,11.6,34.0,35,46.9,37.4,0.31,G,999.9,0,1,0,0,0
94728,2012-02-26,2012,02,26,35.7,12.1,1025.2,1018.7,10,8.4,20.0,999.9,45,28.9,0,G,999.9,0,0,0,0,0
94728,2012-02-27,2012,02,27,43.2,24.8,1027.2,1022.1,10,2.3,9.9,999.9,55.9,27,0,G,999.9,0,0,0,0,0
94728,2012-02-28,2012,02,28,45.5,23.3,1025.8,1020.1,10,5.2,20.0,26,53.1,39.9,0,G,999.9,0,0,0,0,0
94728,2012-02-29,2012,02,29,40.1,27.7,1024.2,1018.1,7.6,4.3,11.1,18.1,44.1,30.9,0,G,999.9,0,1,0,0,0
94728,2012-03-01,2012,03,01,39.2,37.7,1006.9,1002.2,6.4,0.2,18.1,999.9,44.1,37.4,0.47,G,999.9,0,1,0,0,0
94728,2012-03-02,2012,03,02,36.9,30.6,1017.3,1011.9,10,5.7,16.9,999.9,41,33.1,0.13,G,999.9,0,0,0,0,0
94728,2012-03-03,2012,03,03,46.9,39.1,1002.9,998,6.2,3.5,20.0,21,55.9,39.2,0.23,G,999.9,1,1,0,0,0
94728,2012-03-04,2012,03,04,43.1,19.6,1004,999.2,10,6.6,14.0,20,54,39,0.05,G,999.9,0,1,0,0,0
94728,2012-03-05,2012,03,05,36.7,15.6,1012.9,1008,9.9,7.3,16.9,21,44.1,32,0,G,999.9,0,0,0,0,0
94728,2012-03-06,2012,03,06,32.5,9.1,1032.7,1027.6,10,6.3,16.9,19,44.1,25,0,G,999.9,0,0,0,0,0
94728,2012-03-07,2012,03,07,46.3,26.9,1032.7,1027.6,10,7.5,18.1,20,61,33.1,0,G,999.9,0,0,0,0,0
94728,2012-03-08,2012,03,08,59.9,45.4,1022.2,1017.3,10,6.6,21.0,27,70,46,0,G,999.9,0,0,0,0,0
94728,2012-03-09,2012,03,09,49.2,31.2,1015.9,1011.6,9.9,7.7,22.9,26,66,41,0.02,G,999.9,0,1,0,0,0
94728,2012-03-10,2012,03,10,36.1,12,1031.8,1024,10,6.2,16.9,28,42.1,28.9,99.99,,999.9,0,0,1,0,0
94728,2012-03-11,2012,03,11,44.9,19.4,1031.5,1026.5,10,6.4,18.1,19,59,28,0,G,999.9,0,0,0,0,0
94728,2012-03-12,2012,03,12,55.6,32.4,1025.3,1020.4,10,4.3,15.9,17.1,70,43,0,G,999.9,0,0,0,0,0
94728,2012-03-13,2012,03,13,62.5,48.8,1017.5,1012.1,9.6,4.2,12.0,15,73,45,0.04,G,999.9,1,1,0,0,0
94728,2012-03-14,2012,03,14,64.9,35.4,1019.4,1012.9,10,4.7,18.1,999.9,70,48.9,0,I,999.9,1,0,0,0,0
94728,2012-03-15,2012,03,15,49.3,36.5,1024.6,1019.8,9.1,5.5,12.0,999.9,64,41,0,G,999.9,0,0,0,0,0
94728,2012-03-16,2012,03,16,45.3,42.5,1023.5,1018.3,4.5,4.0,8.9,999.9,50,36,0.02,G,999.9,0,1,0,0,0
94728,2012-03-17,2012,03,17,52.2,45.3,1024.8,1019.6,6.8,3.5,9.9,999.9,61,42.1,0.01,G,999.9,0,0,0,0,0
94728,2012-03-18,2012,03,18,51.1,45,1026.6,1022,6.8,3.2,13.0,15,63,39.9,0,G,999.9,0,0,0,0,0
94728,2012-03-19,2012,03,19,60.9,50.2,1022.3,1017.5,8.3,3.8,14.0,999.9,73,43,0,G,999.9,0,0,0,0,0
94728,2012-03-20,2012,03,20,62.9,54.2,1024.7,1020,9.1,2.5,7.0,999.9,73,55,0,G,999.9,1,0,0,0,0
94728,2012-03-21,2012,03,21,60.6,56.8,1026.4,1021.6,6.6,2.7,8.0,999.9,66.9,57,0,G,999.9,1,0,0,0,0
94728,2012-03-22,2012,03,22,62.9,56.8,1021.9,1018.2,5.4,2.6,14.0,15.9,75.9,48,0,G,999.9,1,0,0,0,0
94728,2012-03-23,2012,03,23,67.5,52.9,1018.3,1013.4,9.2,4.6,15.0,15.9,75,54,0,G,999.9,0,0,0,0,0
94728,2012-03-24,2012,03,24,59.1,33,1017.5,1012.7,10,5.2,11.1,21,64,48,0,G,999.9,0,0,0,0,0
94728,2012-03-25,2012,03,25,48.6,37.9,1011.6,1006.7,9.9,7.3,12.0,17.1,54,43,0.07,G,999.9,0,1,0,0,0
94728,2012-03-26,2012,03,26,49.7,30,1008.8,1003.9,10,5.8,22.0,32.1,54,39.9,0.06,G,999.9,0,0,0,0,0
94728,2012-03-27,2012,03,27,38.9,1.4,1022.3,1017.3,10,5.6,8.9,28,51.1,30,0,G,999.9,0,0,0,0,0
94728,2012-03-28,2012,03,28,52.2,25.7,1012.3,1007.4,9.8,4.8,15.0,22.9,66.9,36,0,G,999.9,0,1,0,0,0
94728,2012-03-29,2012,03,29,54.8,37.5,1006,1001.3,10,8.1,19.0,27,64,46,0.02,G,999.9,0,0,0,0,0
94728,2012-03-30,2012,03,30,46.2,23,1016.4,1011.5,10,4.4,15.0,17.1,57,39.9,0,G,999.9,0,0,0,0,0
94728,2012-03-31,2012,03,31,41.3,37,1012.9,1008,7.2,6.6,14.0,22,46.9,36,0.36,G,999.9,0,1,0,0,0
94728,2012-04-01,2012,04,01,45.7,37.3,1010.2,1005.2,9.4,2.8,8.0,999.9,52,32,0.01,G,999.9,0,1,0,0,0
94728,2012-04-02,2012,04,02,48,32.9,1006.4,1000.8,8.7,5.5,11.1,22,55.9,37.9,0.55,G,999.9,0,1,0,0,0
94728,2012-04-03,2012,04,03,50.5,16.2,1011.3,1006.4,10,5.8,16.9,17.1,63,39,0.04,G,999.9,0,0,0,0,0
94728,2012-04-04,2012,04,04,59.8,19.4,1004.3,999.5,10,4.1,13.0,22,66.9,45,0,G,999.9,0,0,0,0,0
94728,2012-04-05,2012,04,05,49.6,25.8,1008.6,1003.7,10,4.9,15.9,22.9,61,42.1,0,G,999.9,0,0,0,0,0
94728,2012-04-06,2012,04,06,47.1,22.2,1013.9,1009,10,5.8,9.9,17.1,59,37.9,0,G,999.9,0,0,0,0,0
94728,2012-04-07,2012,04,07,49.9,17.6,1016.5,1011.6,10,5.0,15.9,24.1,60.1,34,0,G,999.9,0,0,0,0,0
94728,2012-04-08,2012,04,08,54.6,19.7,1011.2,1006.3,10,6.7,14.0,28.9,66,39.9,0,G,999.9,0,0,0,0,0
94728,2012-04-09,2012,04,09,56.5,22,1004.7,999.9,10,10.1,22.0,35.9,62.1,45,0,G,999.9,0,0,0,0,0
94728,2012-04-10,2012,04,10,53.6,27.8,1005.6,1000.8,10,4.6,14.0,15.9,59,45,0,G,999.9,0,0,0,0,0
94728,2012-04-11,2012,04,11,47.6,30.1,1009.5,1004.6,10,5.1,13.0,14,51.1,36,0,G,999.9,0,1,0,0,0
94728,2012-04-12,2012,04,12,50.1,32,1014.6,1009.7,10,4.3,9.9,18.1,61,43,0,G,999.9,0,1,0,0,0
94728,2012-04-13,2012,04,13,53.2,28.7,1020.7,1015.7,10,2.7,12.0,999.9,64,41,0,G,999.9,0,0,0,0,0
94728,2012-04-14,2012,04,14,60.1,28.9,1020.4,1015.6,10,3.3,13.0,999.9,71.1,46.9,0,G,999.9,0,0,0,0,0
94728,2012-04-15,2012,04,15,67.7,47.8,1015.8,1010.9,9.9,3.5,12.0,19,75.9,48.9,0,G,999.9,0,1,0,0,0
94728,2012-04-16,2012,04,16,73.6,55.5,1015.1,1010.3,9.3,4.1,9.9,15.9,84.9,53.1,0,G,999.9,0,0,0,0,0
94728,2012-04-17,2012,04,17,73.3,44.1,1016.5,1011.7,10,5.0,9.9,18.1,78.1,68,0,G,999.9,0,0,0,0,0
94728,2012-04-18,2012,04,18,57.6,32.4,1022.2,1017.4,10,5.2,21.0,999.9,70,48.9,0,G,999.9,0,0,0,0,0
94728,2012-04-19,2012,04,19,56,44.5,1018.9,1014,8.7,1.5,9.9,999.9,69.1,46,0.05,G,999.9,0,1,0,0,0
94728,2012-04-20,2012,04,20,60.9,46.1,1016.2,1010.9,10,3.6,11.1,17.1,69.1,46.9,0.04,G,999.9,0,0,0,0,0
94728,2012-04-21,2012,04,21,61.6,54.8,1008.2,1004.3,7.8,4.2,13.0,22,70,51.1,0,G,999.9,1,0,0,0,0
94728,2012-04-22,2012,04,22,51.3,48.1,1006.4,1001.4,7.4,6.5,19.0,29.9,63,46,0.22,G,999.9,1,1,0,0,0
94728,2012-04-23,2012,04,23,50,47.3,990.8,986.8,5.5,7.8,22.9,28,55.9,48,2.67,G,999.9,0,1,0,0,0
94728,2012-04-24,2012,04,24,48.5,32.5,998.4,993.6,10,6.8,22.0,999.9,59,41,0.22,G,999.9,0,1,0,0,0
94728,2012-04-25,2012,04,25,52.9,32.2,1007.9,1003.1,10,2.5,13.0,17.1,62.1,43,0,G,999.9,0,0,0,0,0
94728,2012-04-26,2012,04,26,52,42.4,1011,1005.1,8.3,4.6,13.0,15,59,43,0,G,999.9,0,1,0,0,0
94728,2012-04-27,2012,04,27,50.4,37.6,1010.3,1003.7,7.8,6.7,21.0,26,55.9,45,0.07,G,999.9,0,1,0,0,0
94728,2012-04-28,2012,04,28,47,25.2,1021.3,1016.3,10,5.8,19.0,999.9,60.1,37.9,0.04,G,999.9,0,0,0,0,0
94728,2012-04-29,2012,04,29,53.4,23.2,1020.2,1015.2,10,5.0,18.1,999.9,63,44.1,0,G,999.9,0,0,0,0,0
94728,2012-04-30,2012,04,30,52,23,1025.2,1020.3,10,4.0,8.9,999.9,60.1,42.1,0,G,999.9,0,0,0,0,0
94728,2012-05-01,2012,05,01,56.9,50.4,1018.5,1013.2,7,4.2,21.0,999.9,68,46.9,0.58,G,999.9,0,1,0,0,0
94728,2012-05-02,2012,05,02,52.5,49.1,1020,1015.4,8,4.9,14.0,999.9,61,46.9,0.04,G,999.9,0,1,0,0,0
94728,2012-05-03,2012,05,03,53.4,51.3,1020.5,1015.6,5.5,2.6,7.0,999.9,57.9,46,0.55,G,999.9,0,1,0,0,0
94728,2012-05-04,2012,05,04,59.5,56.1,1014.8,1011.2,4.9,1.6,12.0,999.9,73,48.9,0.1,G,999.9,0,1,0,0,0
94728,2012-05-05,2012,05,05,59.1,55.5,1013.9,1009.1,5.7,3.0,8.9,999.9,64,48,0,I,999.9,0,0,0,0,0
94728,2012-05-06,2012,05,06,58.4,50.5,1018.3,1013.4,8.6,3.1,13.0,999.9,64,46.9,0,G,999.9,0,0,0,0,0
94728,2012-05-07,2012,05,07,56.8,43.8,1019.7,1014.8,10,2.9,6.0,999.9,64,41,0,G,999.9,0,1,0,0,0
94728,2012-05-08,2012,05,08,58.5,49.8,1015.4,1010.5,9.7,4.4,15.9,20,64.9,50,0.01,G,999.9,0,1,0,0,0
94728,2012-05-09,2012,05,09,62.9,61,1007.7,1002.3,4.6,2.6,16.9,999.9,69.1,53.1,0.23,G,999.9,0,1,0,0,0
94728,2012-05-10,2012,05,10,59.1,49.1,1001.9,996.9,7.3,5.0,22.0,24.1,64.9,53.6,0.33,G,999.9,0,1,0,0,0
94728,2012-05-11,2012,05,11,58.2,34.4,1013.2,1008.4,10,5.3,14.0,19,68,48.9,0.19,G,999.9,0,0,0,0,0
94728,2012-05-12,2012,05,12,65,35.6,1021.1,1016.2,10,3.3,15.9,999.9,77,43,0,G,999.9,0,0,0,0,0
94728,2012-05-13,2012,05,13,70.9,48.1,1020.7,1015.8,10,3.8,12.0,999.9,80.1,52,0,G,999.9,0,0,0,0,0
94728,2012-05-14,2012,05,14,67.7,57.9,1019.9,1015.1,9.7,3.8,12.0,19,73,55,0,G,999.9,0,1,0,0,0
94728,2012-05-15,2012,05,15,62.8,59.9,1018.6,1012.7,6.5,3.7,12.0,15,64.9,54,0.01,G,999.9,1,1,0,0,0
94728,2012-05-16,2012,05,16,66.4,63.2,1012.1,1007.7,3.5,2.0,8.9,999.9,78.1,57.9,0.62,G,999.9,1,1,0,0,0
94728,2012-05-17,2012,05,17,65,45.3,1016.5,1011.6,10,4.0,14.0,999.9,73,53.1,0.09,G,999.9,1,0,0,0,0
94728,2012-05-18,2012,05,18,62.1,42.1,1021.8,1017,10,3.7,11.1,999.9,71.1,44.1,0,G,999.9,0,0,0,0,0
94728,2012-05-19,2012,05,19,64.2,43.2,1020.9,1016.1,10,2.7,15.9,999.9,78.1,46.9,0,G,999.9,0,0,0,0,0
94728,2012-05-20,2012,05,20,66.9,42.3,1022.6,1017.7,10,4.1,13.0,15,77,46.9,0,G,999.9,0,0,0,0,0
94728,2012-05-21,2012,05,21,60.4,55.8,1021.8,1016.3,5.6,6.7,13.0,19,66.9,52,0,G,999.9,1,1,0,0,0
94728,2012-05-22,2012,05,22,63.4,61,1011.7,1007.7,5.8,4.9,13.0,15.9,70,57.9,1.62,G,999.9,1,1,0,0,0
94728,2012-05-23,2012,05,23,67.9,63.4,1013,1007.9,7.6,2.1,8.0,999.9,73.9,57,0.04,G,999.9,1,0,0,0,0
94728,2012-05-24,2012,05,24,64.6,63.2,1019.6,1014.9,4.6,3.4,11.1,999.9,66,52,0.03,G,999.9,1,1,0,0,0
94728,2012-05-25,2012,05,25,64.7,62.8,1022.1,1017.2,3.5,3.6,11.1,999.9,73.4,52,0.92,G,999.9,1,1,0,0,0
94728,2012-05-26,2012,05,26,72.2,68,1019.7,1015.1,7.2,2.9,12.0,999.9,84,57,0,G,999.9,1,0,0,0,0
94728,2012-05-27,2012,05,27,73.3,65.4,1019.5,1014.8,7.9,1.4,13.0,999.9,81,60.1,0.07,G,999.9,0,1,0,0,0
94728,2012-05-28,2012,05,28,76.8,68,1014.5,1009.7,9.2,1.9,7.0,999.9,89.1,61,0.01,G,999.9,1,1,0,0,0
94728,2012-05-29,2012,05,29,81.1,69.5,1009.7,1005,9.5,3.6,8.9,999.9,89.1,75,0,G,999.9,1,0,0,0,0
94728,2012-05-30,2012,05,30,71.6,65.4,1007.5,1002.7,9.3,3.0,11.1,999.9,78.1,61,0.22,G,999.9,1,1,0,0,0
94728,2012-05-31,2012,05,31,72.5,55.6,1008.4,1003.5,9.8,4.0,8.0,15.9,79,59,0.01,G,999.9,1,0,0,0,0
94728,2012-06-01,2012,06,01,66.7,51.9,1014.4,1009.6,10,5.9,15.9,18.1,73,55.9,0,G,999.9,1,0,0,0,0
94728,2012-06-02,2012,06,02,67,58.6,1006.7,1001.7,7.6,5.4,21.0,999.9,73.9,53.1,0.64,G,999.9,0,1,0,0,0
94728,2012-06-03,2012,06,03,64.9,50,1006.5,1001.7,9.8,4.4,18.1,22,75.9,55.9,0.39,G,999.9,1,1,0,0,0
94728,2012-06-04,2012,06,04,59.9,52.2,1004.4,999.5,9.4,6.2,19.0,999.9,64.9,51.1,0.01,G,999.9,0,1,0,0,0
94728,2012-06-05,2012,06,05,57.2,47,1010.9,1006,9.9,4.5,18.1,19,64,51.1,0.18,G,999.9,0,1,0,0,0
94728,2012-06-06,2012,06,06,62.2,51.4,1014.4,1009.6,9.8,1.7,8.0,999.9,71.1,52,0.01,G,999.9,0,1,0,0,0
94728,2012-06-07,2012,06,07,65.7,54.5,1014.2,1009.4,9.9,2.8,8.0,999.9,77,57,0.02,G,999.9,0,0,0,0,0
94728,2012-06-08,2012,06,08,69.9,53,1012.6,1007.8,10,3.0,8.0,999.9,81,51.1,0.01,G,999.9,1,0,0,0,0
94728,2012-06-09,2012,06,09,71.7,53.9,1012.1,1007.4,10,2.1,11.1,999.9,78.1,59,0,G,999.9,0,1,0,0,0
94728,2012-06-10,2012,06,10,73.4,61.8,1017,1012.2,9.8,1.6,13.0,999.9,82,55.9,0,G,999.9,1,0,0,0,0
94728,2012-06-11,2012,06,11,70.2,58.3,1022.9,1018,9.5,4.3,9.9,15,77,53.1,0,G,999.9,0,0,0,0,0
94728,2012-06-12,2012,06,12,66.6,62.3,1020.3,1014,6.9,4.9,12.0,15.9,70,62.1,0,G,999.9,0,1,0,0,0
94728,2012-06-13,2012,06,13,66.1,63.8,1013.6,1008.5,5.9,5.4,12.0,22,68,57,1.32,G,999.9,0,1,0,0,0
94728,2012-06-14,2012,06,14,68.1,59.6,1021,1016,9.8,5.8,15.0,18.1,75.9,57,0.02,G,999.9,0,0,0,0,0
94728,2012-06-15,2012,06,15,68.6,54.3,1024.8,1019.9,9.8,3.4,16.9,999.9,78.1,53.1,0,G,999.9,0,0,0,0,0
94728,2012-06-16,2012,06,16,68.3,52.3,1025.7,1020.8,10,4.0,14.0,999.9,79,55.9,0,G,999.9,0,0,0,0,0
94728,2012-06-17,2012,06,17,64.8,55.6,1022.7,1017.8,9.8,4.4,13.0,999.9,71.1,55.9,0,G,999.9,0,0,0,0,0
94728,2012-06-18,2012,06,18,62.7,52.7,1020.1,1015.2,10,2.8,7.0,999.9,70,55.9,0,G,999.9,0,0,0,0,0
94728,2012-06-19,2012,06,19,67.5,59.4,1020.4,1015.6,9.9,2.6,8.9,999.9,75.9,52,0,G,999.9,1,0,0,0,0
94728,2012-06-20,2012,06,20,79.6,67.5,1017.2,1012.4,8,2.8,15.9,999.9,93,59,0,G,999.9,0,0,0,0,0
94728,2012-06-21,2012,06,21,86.9,66.9,1012.1,1007.4,8.8,4.0,12.0,20,93,72,0,G,999.9,0,0,0,0,0
94728,2012-06-22,2012,06,22,82.4,68.3,1008.4,1003.9,6.1,3.0,8.9,19,90,69.1,0,G,999.9,0,1,0,0,0
94728,2012-06-23,2012,06,23,74.6,62.7,1011,1006.1,6.6,2.9,11.1,999.9,82,68,0.35,G,999.9,0,1,0,0,0
94728,2012-06-24,2012,06,24,74.4,55.7,1014.8,1010.1,10,2.6,11.1,999.9,82,61,0,G,999.9,0,0,0,0,0
94728,2012-06-25,2012,06,25,68.8,63.8,1008.6,1003.3,7.9,2.9,12.0,17.1,75.9,63,0.08,G,999.9,0,1,0,0,0
94728,2012-06-26,2012,06,26,64.5,49.6,1006.1,1001.4,10,4.8,20.0,22.9,72,57.9,0.13,G,999.9,0,0,0,0,0
94728,2012-06-27,2012,06,27,71.3,47.4,1007.6,1002.6,10,5.8,16.9,21,81,62.1,0,G,999.9,0,0,0,0,0
94728,2012-06-28,2012,06,28,77.7,53.3,1008.8,1004.1,10,4.9,14.0,18.1,88,64.9,0,G,999.9,0,0,0,0,0
94728,2012-06-29,2012,06,29,82.4,64.8,1004.9,1000.2,8.3,3.5,11.1,999.9,93,64.9,0.21,G,999.9,1,1,0,0,0
94728,2012-06-30,2012,06,30,85.7,60.5,1006.4,1001.7,9.7,3.8,12.0,999.9,93,64,0,I,999.9,0,0,0,0,0
94728,2012-07-01,2012,07,01,83.6,63,1008.9,1004.2,9.7,4.1,9.9,18.1,93,66,0,G,999.9,0,0,0,0,0
94728,2012-07-02,2012,07,02,80.3,54.1,1011.6,1007,10,3.8,15.0,999.9,88,66.9,0,G,999.9,0,0,0,0,0
94728,2012-07-03,2012,07,03,79.8,56.7,1012.8,1008.2,10,2.9,12.0,999.9,88,63,0,G,999.9,0,0,0,0,0
94728,2012-07-04,2012,07,04,81.8,65.6,1009.1,1004.4,9.2,3.6,11.1,999.9,91,68,0.06,G,999.9,0,1,0,0,0
94728,2012-07-05,2012,07,05,86.7,64.3,1007.4,1002.7,9.4,3.8,15.0,999.9,93.9,70,99.99,,999.9,0,1,0,0,0
94728,2012-07-06,2012,07,06,81.9,62.3,1011.7,1007,10,3.1,9.9,999.9,91,66.9,0,G,999.9,0,0,0,0,0
